cell_id,row_index,cell_type
84610855738300,49767,B cells
84610855738350,49768,myCAFs
84610855738400,49769,myCAFs
84610855738450,49770,Tregs
84610855738500,49771,mPDAC
84610855738550,49772,myCAFs
84610855738600,49773,myCAFs
84610855738650,49774,mPDAC
84610855738700,49775,mPDAC
84610855738750,49776,mPDAC
84610855738800,49777,mPDAC
84610855738850,49778,Endothelial cells
84610855738900,49779,myCAFs
84610855738950,49780,mPDAC
84610855739000,49781,myCAFs
84610855739050,49782,B cells
84610855739100,49783,B cells
84610855739150,49784,mPDAC
84610855739200,49785,B cells
84610855739250,49786,myCAFs
84610855739300,49787,myCAFs
84610855739350,49788,mPDAC
84610855739400,49789,myCAFs
84610855739450,49790,Tregs
84610855739500,49791,apCAFs
84610855739550,49792,myCAFs
84610855739600,49793,apCAFs
84610855739650,49794,myCAFs
84610855739700,49795,iCAF
84610855739750,49796,M2 Macrophage
84610855739800,49797,B cells
84610855739850,49798,B cells
84610855739900,49799,mPDAC
84610855739950,49800,myCAFs
84610855740000,49801,Endothelial cells
84610855740050,49802,myCAFs
84610855740100,49803,mPDAC
84610855740150,49804,apCAFs
84610855740200,49805,myCAFs
84610855740250,49806,myCAFs
84610855740300,49807,mPDAC
84610855740350,49808,apCAFs
84610855740400,49809,Endothelial cells
84610855743850,49810,ePDAC
84610855743900,49811,mPDAC
84610855743950,49812,Endothelial cells
84610855744000,49813,mPDAC
84610855744050,49814,mPDAC
84610855744100,49815,apCAFs
84610855744150,49816,mPDAC
84610855744200,49817,mPDAC
84610855744250,49818,Endothelial cells
84610855744300,49819,ePDAC
84610855744350,49820,mPDAC
84610855744400,49821,myCAFs
84610855744450,49822,ePDAC
84610855744500,49823,mPDAC
84610855744550,49824,myCAFs
84610855744600,49825,mPDAC
84610855744650,49826,M2 Macrophage
84610855744700,49827,mPDAC
84610855744750,49828,mPDAC
84610855744800,49829,mPDAC
84610855744850,49830,mPDAC
84610855745200,49831,apCAFs
84610855745250,49832,B cells
84610855745300,49833,mPDAC
84610855745350,49834,myCAFs
84610855745400,49835,mPDAC
84610855746450,49836,B cells
84610855746500,49837,mPDAC
84610855746550,49838,Endothelial cells
84610855746600,49839,mPDAC
84610855746650,49840,B cells
84610855746700,49841,mPDAC
84610855746750,49842,mPDAC
84610855746800,49843,mPDAC
84610855746850,49844,mPDAC
84610855746900,49845,myCAFs
84610855746950,49846,mPDAC
84610855747000,49847,mPDAC
84610855747050,49848,mPDAC
84610855747100,49849,mPDAC
84610855747150,49850,mPDAC
84610855747200,49851,mPDAC
84610855747250,49852,ePDAC
84610855747300,49853,B cells
84610855747350,49854,mPDAC
84610855747400,49855,mPDAC
84610855747450,49856,myCAFs
84825604099550,49857,mPDAC
84825604099600,49858,mPDAC
84825604099650,49859,mPDAC
84825604099700,49860,ePDAC
84825604099750,49861,NK cells
84825604099800,49862,ePDAC
84825604099850,49863,mPDAC
84825604099900,49864,ePDAC
84825604099950,49865,mPDAC
84825604100000,49866,B cells
84825604100050,49867,B cells
84825604100100,49868,apCAFs
84825604100150,49869,M2 Macrophage
84825604100200,49870,M2 Macrophage
84825604100250,49871,mPDAC
84825604100300,49872,myCAFs
84825604100350,49873,mPDAC
84825604100400,49874,mPDAC
84825604100450,49875,ePDAC
84825604100500,49876,B cells
84825604100550,49877,myCAFs
84825604100600,49878,mPDAC
84825604100650,49879,myCAFs
84825604100700,49880,apCAFs
84825604100750,49881,mPDAC
84825604100800,49882,B cells
84825604100850,49883,mPDAC
84825604100900,49884,CD4 T cells
84825604100950,49885,myCAFs
84825604101000,49886,mPDAC
84825604101050,49887,mPDAC
84825604101100,49888,Tregs
84825604101150,49889,mPDAC
84825604101200,49890,mPDAC
84825604101250,49891,mPDAC
84825604101300,49892,Endothelial cells
84825604101350,49893,myCAFs
84825604101400,49894,apCAFs
84825604101450,49895,apCAFs
84825604101500,49896,mPDAC
84825604101550,49897,mPDAC
84825604101600,49898,myCAFs
84825604101650,49899,mPDAC
84825604101700,49900,mPDAC
84825604101750,49901,Tregs
84825604101800,49902,myCAFs
84825604101850,49903,ePDAC
84825604101900,49904,mPDAC
84825604101950,49905,ePDAC
84825604102000,49906,mPDAC
84825604102050,49907,ePDAC
84825604102100,49908,mPDAC
84825604102150,49909,mPDAC
84825604102200,49910,mPDAC
84825604102250,49911,mPDAC
84825604102300,49912,Tregs
84825604102350,49913,Tregs
84825604102400,49914,mPDAC
84825604102450,49915,iCAF
84825604102500,49916,mPDAC
84825604102550,49917,mPDAC
84825604102600,49918,mPDAC
84825604102650,49919,myCAFs
84825604102700,49920,B cells
84825604102750,49921,Tregs
84825604102800,49922,apCAFs
84825604102850,49923,mPDAC
84825604102900,49924,ePDAC
84825604102950,49925,mPDAC
84825604103000,49926,mPDAC
84825604103050,49927,myCAFs
84825604103100,49928,ePDAC
84825604103150,49929,M2 Macrophage
84825604103200,49930,myCAFs
84825604103250,49931,Tregs
84825604103300,49932,mPDAC
84825604103350,49933,iCAF
84825604103400,49934,mPDAC
84825604103450,49935,mPDAC
84825604103500,49936,B cells
84825604103550,49937,B cells
84825604103600,49938,mPDAC
84825604103650,49939,iCAF
84825604103700,49940,Endothelial cells
84825604103750,49941,apCAFs
84825604103800,49942,apCAFs
84825604103850,49943,mPDAC
84825604103900,49944,Tregs
84825604103950,49945,mPDAC
84825604104000,49946,CD4 T cells
84825604104050,49947,Endothelial cells
84825604104100,49948,M2 Macrophage
84825604104150,49949,myCAFs
84825604104200,49950,myCAFs
84825604104250,49951,mPDAC
84825604104300,49952,mPDAC
84825604104350,49953,ePDAC
84825604104400,49954,mPDAC
84825604104450,49955,mPDAC
84825604104500,49956,apCAFs
84825604104550,49957,B cells
84825604104600,49958,myCAFs
84825604104650,49959,M2 Macrophage
84825604104700,49960,ePDAC
84825604104750,49961,Tregs
84825604104800,49962,myCAFs
84825604104850,49963,myCAFs
84825604104900,49964,myCAFs
84825604104950,49965,mPDAC
84825604105000,49966,myCAFs
84825604105050,49967,mPDAC
84825604105100,49968,mPDAC
84825604105150,49969,myCAFs
84825604105200,49970,iCAF
84825604108750,49971,mPDAC
84825604108800,49972,ePDAC
84825604108850,49973,B cells
84825604108900,49974,mPDAC
84825604108950,49975,B cells
84825604109000,49976,M2 Macrophage
84825604109050,49977,mPDAC
84825604109100,49978,mPDAC
84825604109150,49979,Tregs
84825604109200,49980,myCAFs
84825604109250,49981,B cells
84825604109300,49982,B cells
84825604109350,49983,mPDAC
84825604109400,49984,M2 Macrophage
84825604109450,49985,myCAFs
84825604109500,49986,myCAFs
84825604109550,49987,apCAFs
84825604109600,49988,ePDAC
84825604109650,49989,mPDAC
84825604109700,49990,mPDAC
84825604109750,49991,mPDAC
84825604109800,49992,mPDAC
84825604109850,49993,B cells
84825604109900,49994,mPDAC
84825604109950,49995,myCAFs
84825604110050,49996,mPDAC
84825604110100,49997,Endothelial cells
84825604110150,49998,myCAFs
84825604110200,49999,mPDAC
84825604111250,50000,Endothelial cells
84825604111300,50001,mPDAC
84825604111350,50002,mPDAC
84825604111400,50003,mPDAC
84825604111450,50004,apCAFs
84825604111500,50005,myCAFs
84825604111550,50006,mPDAC
84825604111600,50007,mPDAC
84825604111650,50008,mPDAC
84825604111700,50009,ePDAC
84825604111750,50010,mPDAC
84825604111800,50011,mPDAC
84825604111850,50012,apCAFs
84825604111900,50013,mPDAC
84825604111950,50014,mPDAC
84825604112000,50015,myCAFs
84825604112050,50016,myCAFs
84825604112100,50017,mPDAC
84825604112150,50018,mPDAC
84825604112200,50019,mPDAC
84825604112250,50020,mPDAC
85040352464400,50021,mPDAC
85040352464450,50022,Tregs
85040352464500,50023,ePDAC
85040352464550,50024,mPDAC
85040352464600,50025,M2 Macrophage
85040352464650,50026,B cells
85040352464700,50027,apCAFs
85040352464750,50028,Endothelial cells
85040352464800,50029,apCAFs
85040352464850,50030,mPDAC
85040352464900,50031,myCAFs
85040352464950,50032,mPDAC
85040352465000,50033,mPDAC
85040352465050,50034,mPDAC
85040352465100,50035,mPDAC
85040352465150,50036,mPDAC
85040352465200,50037,apCAFs
85040352465250,50038,B cells
85040352465300,50039,mPDAC
85040352465350,50040,B cells
85040352465400,50041,ePDAC
85040352465450,50042,mPDAC
85040352465500,50043,mPDAC
85040352465550,50044,B cells
85040352465600,50045,mPDAC
85040352465650,50046,ePDAC
85040352465700,50047,ePDAC
85040352465750,50048,mPDAC
85040352465800,50049,mPDAC
85040352465850,50050,M2 Macrophage
85040352465900,50051,iCAF
85040352465950,50052,mPDAC
85040352466000,50053,B cells
85040352466050,50054,mPDAC
85040352466100,50055,B cells
85040352466150,50056,B cells
85040352466200,50057,B cells
85040352466250,50058,iCAF
85040352466300,50059,Endothelial cells
85040352466350,50060,ePDAC
85040352466400,50061,mPDAC
85040352466450,50062,mPDAC
85040352466500,50063,ePDAC
85040352466550,50064,Tregs
85040352466600,50065,mPDAC
85040352466650,50066,B cells
85040352466700,50067,Tregs
85040352466750,50068,myCAFs
85040352466800,50069,mPDAC
85040352466850,50070,ePDAC
85040352466900,50071,iCAF
85040352466950,50072,mPDAC
85040352467000,50073,myCAFs
85040352467050,50074,mPDAC
85040352467100,50075,mPDAC
85040352467150,50076,mPDAC
85040352467200,50077,mPDAC
85040352467250,50078,B cells
85040352467300,50079,myCAFs
85040352467350,50080,myCAFs
85040352467400,50081,mPDAC
85040352467450,50082,myCAFs
85040352467500,50083,mPDAC
85040352467550,50084,iCAF
85040352467600,50085,mPDAC
85040352467650,50086,mPDAC
85040352467700,50087,M2 Macrophage
85040352467750,50088,CD4 T cells
85040352467800,50089,myCAFs
85040352467850,50090,apCAFs
85040352467900,50091,myCAFs
85040352467950,50092,mPDAC
85040352468000,50093,myCAFs
85040352468050,50094,mPDAC
85040352468100,50095,mPDAC
85040352468150,50096,CD4 T cells
85040352468200,50097,myCAFs
85040352468250,50098,mPDAC
85040352468300,50099,iCAF
85040352468350,50100,M2 Macrophage
85040352468400,50101,M2 Macrophage
85040352468450,50102,mPDAC
85040352468500,50103,myCAFs
85040352468550,50104,mPDAC
85040352468600,50105,apCAFs
85040352468650,50106,mPDAC
85040352468700,50107,apCAFs
85040352468750,50108,mPDAC
85040352468800,50109,apCAFs
85040352468850,50110,ePDAC
85040352468900,50111,Endothelial cells
85040352468950,50112,apCAFs
85040352469000,50113,mPDAC
85040352469050,50114,mPDAC
85040352469100,50115,Endothelial cells
85040352469150,50116,ePDAC
85040352469200,50117,M2 Macrophage
85040352469250,50118,Endothelial cells
85040352469300,50119,B cells
85040352469350,50120,mPDAC
85040352469400,50121,myCAFs
85040352469450,50122,myCAFs
85040352469500,50123,mPDAC
85040352469550,50124,myCAFs
85040352469600,50125,mPDAC
85040352469650,50126,myCAFs
85040352469700,50127,mPDAC
85040352469750,50128,mPDAC
85040352469800,50129,CD4 T cells
85040352469850,50130,mPDAC
85040352469900,50131,iCAF
85040352469950,50132,mPDAC
85040352470000,50133,mPDAC
85040352470050,50134,mPDAC
85040352473550,50135,mPDAC
85040352473600,50136,Tregs
85040352473650,50137,M2 Macrophage
85040352473700,50138,mPDAC
85040352473750,50139,mPDAC
85040352473800,50140,M2 Macrophage
85040352473850,50141,mPDAC
85040352473900,50142,mPDAC
85040352473950,50143,mPDAC
85040352474000,50144,myCAFs
85040352474050,50145,mPDAC
85040352474100,50146,mPDAC
85040352474150,50147,mPDAC
85040352474200,50148,iCAF
85040352474250,50149,mPDAC
85040352474300,50150,mPDAC
85040352474350,50151,mPDAC
85040352474400,50152,M2 Macrophage
85040352474450,50153,mPDAC
85040352474500,50154,Tregs
85040352474550,50155,mPDAC
85040352474600,50156,mPDAC
85040352474650,50157,B cells
85040352474700,50158,B cells
85040352474750,50159,mPDAC
85040352474800,50160,mPDAC
85040352474850,50161,apCAFs
85040352474900,50162,mPDAC
85040352474950,50163,myCAFs
85040352475000,50164,mPDAC
85040352476100,50165,ePDAC
85040352476150,50166,mPDAC
85040352476200,50167,mPDAC
85040352476250,50168,mPDAC
85040352476300,50169,apCAFs
85040352476350,50170,ePDAC
85040352476400,50171,myCAFs
85040352476450,50172,mPDAC
85040352476500,50173,mPDAC
85040352476550,50174,Tregs
85040352476600,50175,Endothelial cells
85040352476650,50176,mPDAC
85040352476700,50177,mPDAC
85040352476750,50178,mPDAC
85040352476800,50179,mPDAC
85040352476850,50180,myCAFs
85040352476900,50181,Tregs
85040352476950,50182,apCAFs
85040352477000,50183,mPDAC
85040352477050,50184,mPDAC
85255100829250,50185,mPDAC
85255100829300,50186,mPDAC
85255100829350,50187,ePDAC
85255100829400,50188,mPDAC
85255100829450,50189,apCAFs
85255100829500,50190,iCAF
85255100829550,50191,myCAFs
85255100829600,50192,B cells
85255100829650,50193,mPDAC
85255100829700,50194,myCAFs
85255100829750,50195,myCAFs
85255100829800,50196,mPDAC
85255100829850,50197,mPDAC
85255100829900,50198,mPDAC
85255100829950,50199,myCAFs
85255100830000,50200,mPDAC
85255100830050,50201,myCAFs
85255100830100,50202,mPDAC
85255100830150,50203,apCAFs
85255100830200,50204,apCAFs
85255100830250,50205,myCAFs
85255100830300,50206,M2 Macrophage
85255100830350,50207,mPDAC
85255100830400,50208,mPDAC
85255100830450,50209,ePDAC
85255100830500,50210,mPDAC
85255100830550,50211,mPDAC
85255100830600,50212,mPDAC
85255100830650,50213,B cells
85255100830700,50214,Endothelial cells
85255100830750,50215,Tregs
85255100830800,50216,myCAFs
85255100830850,50217,mPDAC
85255100830900,50218,CD4 T cells
85255100830950,50219,mPDAC
85255100831000,50220,ePDAC
85255100831050,50221,mPDAC
85255100831100,50222,mPDAC
85255100831150,50223,myCAFs
85255100831200,50224,mPDAC
85255100831250,50225,mPDAC
85255100831300,50226,ePDAC
85255100831350,50227,mPDAC
85255100831400,50228,B cells
85255100831450,50229,ePDAC
85255100831500,50230,myCAFs
85255100831550,50231,apCAFs
85255100831600,50232,mPDAC
85255100831650,50233,ePDAC
85255100831700,50234,ePDAC
85255100831750,50235,mPDAC
85255100831800,50236,iCAF
85255100831850,50237,mPDAC
85255100831900,50238,myCAFs
85255100831950,50239,mPDAC
85255100832000,50240,ePDAC
85255100832050,50241,mPDAC
85255100832100,50242,myCAFs
85255100832150,50243,mPDAC
85255100832200,50244,myCAFs
85255100832250,50245,mPDAC
85255100832300,50246,ePDAC
85255100832350,50247,mPDAC
85255100832400,50248,Endothelial cells
85255100832450,50249,M2 Macrophage
85255100832500,50250,mPDAC
85255100832550,50251,Endothelial cells
85255100832600,50252,mPDAC
85255100832650,50253,mPDAC
85255100832700,50254,myCAFs
85255100832750,50255,mPDAC
85255100832800,50256,myCAFs
85255100832850,50257,Endothelial cells
85255100832900,50258,mPDAC
85255100832950,50259,mPDAC
85255100833000,50260,mPDAC
85255100833050,50261,iCAF
85255100833100,50262,M2 Macrophage
85255100833150,50263,myCAFs
85255100833200,50264,myCAFs
85255100833250,50265,myCAFs
85255100833300,50266,myCAFs
85255100833350,50267,M2 Macrophage
85255100833400,50268,mPDAC
85255100833450,50269,Tregs
85255100833500,50270,apCAFs
85255100833550,50271,myCAFs
85255100833600,50272,M2 Macrophage
85255100833650,50273,M2 Macrophage
85255100833700,50274,apCAFs
85255100833750,50275,iCAF
85255100833800,50276,myCAFs
85255100833850,50277,myCAFs
85255100833900,50278,Endothelial cells
85255100833950,50279,M2 Macrophage
85255100834000,50280,mPDAC
85255100834050,50281,Endothelial cells
85255100834100,50282,B cells
85255100834150,50283,mPDAC
85255100834200,50284,iCAF
85255100834250,50285,Tregs
85255100834300,50286,myCAFs
85255100834350,50287,myCAFs
85255100834400,50288,mPDAC
85255100834450,50289,mPDAC
85255100834500,50290,myCAFs
85255100834550,50291,M2 Macrophage
85255100834600,50292,M2 Macrophage
85255100834650,50293,myCAFs
85255100834700,50294,mPDAC
85255100834750,50295,mPDAC
85255100834800,50296,Tregs
85255100834850,50297,Endothelial cells
85255100834900,50298,mPDAC
85255100838350,50299,ePDAC
85255100838400,50300,myCAFs
85255100838450,50301,B cells
85255100838500,50302,mPDAC
85255100838550,50303,mPDAC
85255100838600,50304,mPDAC
85255100838650,50305,ePDAC
85255100838700,50306,mPDAC
85255100838750,50307,myCAFs
85255100838800,50308,ePDAC
85255100838850,50309,myCAFs
85255100838900,50310,mPDAC
85255100838950,50311,mPDAC
85255100839000,50312,mPDAC
85255100839050,50313,Endothelial cells
85255100839100,50314,mPDAC
85255100839150,50315,myCAFs
85255100839200,50316,M2 Macrophage
85255100839250,50317,CD4 T cells
85255100839300,50318,M2 Macrophage
85255100839350,50319,Tregs
85255100839400,50320,mPDAC
85255100839450,50321,B cells
85255100839500,50322,mPDAC
85255100839550,50323,iCAF
85255100839600,50324,mPDAC
85255100839650,50325,Endothelial cells
85255100839700,50326,mPDAC
85255100839750,50327,myCAFs
85255100839800,50328,ePDAC
85255100839850,50329,mPDAC
85255100839950,50330,mPDAC
85255100840000,50331,mPDAC
85255100840950,50332,mPDAC
85255100841000,50333,myCAFs
85255100841050,50334,mPDAC
85255100841100,50335,mPDAC
85255100841150,50336,myCAFs
85255100841200,50337,mPDAC
85255100841250,50338,mPDAC
85255100841300,50339,mPDAC
85255100841350,50340,apCAFs
85255100841400,50341,mPDAC
85255100841450,50342,mPDAC
85255100841500,50343,Endothelial cells
85255100841550,50344,mPDAC
85255100841600,50345,ePDAC
85255100841650,50346,mPDAC
85255100841700,50347,myCAFs
85255100841750,50348,myCAFs
85255100841800,50349,Endothelial cells
85469849194100,50350,mPDAC
85469849194150,50351,mPDAC
85469849194200,50352,Tregs
85469849194250,50353,iCAF
85469849194300,50354,mPDAC
85469849194350,50355,Tregs
85469849194400,50356,mPDAC
85469849194450,50357,mPDAC
85469849194500,50358,mPDAC
85469849194550,50359,mPDAC
85469849194600,50360,mPDAC
85469849194650,50361,mPDAC
85469849194700,50362,B cells
85469849194750,50363,mPDAC
85469849194800,50364,mPDAC
85469849194850,50365,apCAFs
85469849194900,50366,mPDAC
85469849194950,50367,ePDAC
85469849195000,50368,mPDAC
85469849195050,50369,ePDAC
85469849195100,50370,mPDAC
85469849195150,50371,ePDAC
85469849195200,50372,mPDAC
85469849195250,50373,ePDAC
85469849195300,50374,mPDAC
85469849195350,50375,ePDAC
85469849195400,50376,apCAFs
85469849195450,50377,ePDAC
85469849195500,50378,myCAFs
85469849195550,50379,mPDAC
85469849195600,50380,B cells
85469849195650,50381,myCAFs
85469849195700,50382,mPDAC
85469849195750,50383,mPDAC
85469849195800,50384,mPDAC
85469849195850,50385,NK cells
85469849195900,50386,myCAFs
85469849195950,50387,mPDAC
85469849196000,50388,mPDAC
85469849196050,50389,Tregs
85469849196100,50390,mPDAC
85469849196150,50391,mPDAC
85469849196200,50392,mPDAC
85469849196250,50393,ePDAC
85469849196300,50394,apCAFs
85469849196350,50395,ePDAC
85469849196400,50396,mPDAC
85469849196450,50397,M2 Macrophage
85469849196500,50398,mPDAC
85469849196550,50399,ePDAC
85469849196600,50400,apCAFs
85469849196650,50401,apCAFs
85469849196700,50402,mPDAC
85469849196750,50403,mPDAC
85469849196800,50404,apCAFs
85469849196850,50405,myCAFs
85469849196900,50406,ePDAC
85469849196950,50407,mPDAC
85469849197000,50408,myCAFs
85469849197050,50409,ePDAC
85469849197100,50410,mPDAC
85469849197150,50411,apCAFs
85469849197200,50412,mPDAC
85469849197250,50413,B cells
85469849197300,50414,mPDAC
85469849197350,50415,Tregs
85469849197400,50416,ePDAC
85469849197450,50417,Tregs
85469849197500,50418,mPDAC
85469849197550,50419,mPDAC
85469849197600,50420,mPDAC
85469849197650,50421,mPDAC
85469849197700,50422,mPDAC
85469849197750,50423,mPDAC
85469849197800,50424,mPDAC
85469849197850,50425,apCAFs
85469849197900,50426,mPDAC
85469849197950,50427,ePDAC
85469849198000,50428,myCAFs
85469849198050,50429,myCAFs
85469849198100,50430,myCAFs
85469849198150,50431,M2 Macrophage
85469849198200,50432,M2 Macrophage
85469849198250,50433,B cells
85469849198300,50434,iCAF
85469849198350,50435,mPDAC
85469849198400,50436,myCAFs
85469849198450,50437,apCAFs
85469849198500,50438,mPDAC
85469849198550,50439,myCAFs
85469849198600,50440,M2 Macrophage
85469849198650,50441,apCAFs
85469849198700,50442,M2 Macrophage
85469849198750,50443,myCAFs
85469849198800,50444,M2 Macrophage
85469849198850,50445,M2 Macrophage
85469849198900,50446,M2 Macrophage
85469849198950,50447,Tregs
85469849199000,50448,myCAFs
85469849199050,50449,B cells
85469849199100,50450,myCAFs
85469849199150,50451,M2 Macrophage
85469849199200,50452,myCAFs
85469849199250,50453,Tregs
85469849199300,50454,M2 Macrophage
85469849199350,50455,apCAFs
85469849199400,50456,myCAFs
85469849199450,50457,myCAFs
85469849199500,50458,mPDAC
85469849199550,50459,mPDAC
85469849199600,50460,apCAFs
85469849199650,50461,myCAFs
85469849203150,50462,mPDAC
85469849203200,50463,mPDAC
85469849203250,50464,myCAFs
85469849203300,50465,mPDAC
85469849203350,50466,mPDAC
85469849203400,50467,myCAFs
85469849203450,50468,mPDAC
85469849203500,50469,mPDAC
85469849203550,50470,mPDAC
85469849203600,50471,mPDAC
85469849203650,50472,M2 Macrophage
85469849203700,50473,M2 Macrophage
85469849203750,50474,B cells
85469849203800,50475,mPDAC
85469849203850,50476,mPDAC
85469849203900,50477,mPDAC
85469849203950,50478,apCAFs
85469849204000,50479,ePDAC
85469849204050,50480,mPDAC
85469849204100,50481,Endothelial cells
85469849204150,50482,ePDAC
85469849204200,50483,mPDAC
85469849204250,50484,mPDAC
85469849204300,50485,mPDAC
85469849204350,50486,mPDAC
85469849204400,50487,mPDAC
85469849204450,50488,ePDAC
85469849204500,50489,B cells
85469849204550,50490,B cells
85469849204600,50491,ePDAC
85469849204650,50492,mPDAC
85469849204700,50493,mPDAC
85469849204750,50494,mPDAC
85469849204800,50495,mPDAC
85469849204850,50496,mPDAC
85469849205850,50497,mPDAC
85469849205900,50498,mPDAC
85469849205950,50499,myCAFs
85469849206000,50500,myCAFs
85469849206050,50501,M2 Macrophage
85469849206100,50502,M2 Macrophage
85469849206150,50503,ePDAC
85469849206200,50504,mPDAC
85469849206250,50505,myCAFs
85469849206300,50506,mPDAC
85469849206350,50507,mPDAC
85469849206400,50508,mPDAC
85469849206450,50509,mPDAC
85469849206500,50510,Tregs
85469849206550,50511,ePDAC
85469849206600,50512,mPDAC
85684597558900,50513,mPDAC
85684597558950,50514,mPDAC
85684597559000,50515,mPDAC
85684597559050,50516,mPDAC
85684597559100,50517,mPDAC
85684597559150,50518,myCAFs
85684597559200,50519,mPDAC
85684597559250,50520,mPDAC
85684597559300,50521,ePDAC
85684597559350,50522,mPDAC
85684597559400,50523,mPDAC
85684597559450,50524,myCAFs
85684597559500,50525,apCAFs
85684597559550,50526,mPDAC
85684597559600,50527,mPDAC
85684597559650,50528,mPDAC
85684597559700,50529,mPDAC
85684597559750,50530,B cells
85684597559800,50531,ePDAC
85684597559850,50532,M2 Macrophage
85684597559900,50533,mPDAC
85684597559950,50534,M2 Macrophage
85684597560000,50535,ePDAC
85684597560050,50536,apCAFs
85684597560100,50537,myCAFs
85684597560150,50538,mPDAC
85684597560200,50539,B cells
85684597560250,50540,mPDAC
85684597560300,50541,mPDAC
85684597560350,50542,mPDAC
85684597560400,50543,mPDAC
85684597560450,50544,B cells
85684597560500,50545,myCAFs
85684597560550,50546,Endothelial cells
85684597560600,50547,mPDAC
85684597560650,50548,Endothelial cells
85684597560700,50549,mPDAC
85684597560750,50550,apCAFs
85684597560800,50551,apCAFs
85684597560850,50552,myCAFs
85684597560900,50553,mPDAC
85684597560950,50554,mPDAC
85684597561000,50555,Endothelial cells
85684597561050,50556,ePDAC
85684597561100,50557,mPDAC
85684597561150,50558,ePDAC
85684597561200,50559,myCAFs
85684597561250,50560,mPDAC
85684597561300,50561,myCAFs
85684597561350,50562,myCAFs
85684597561400,50563,mPDAC
85684597561450,50564,mPDAC
85684597561500,50565,ePDAC
85684597561550,50566,mPDAC
85684597561600,50567,mPDAC
85684597561650,50568,mPDAC
85684597561700,50569,mPDAC
85684597561750,50570,mPDAC
85684597561800,50571,myCAFs
85684597561850,50572,myCAFs
85684597561900,50573,M2 Macrophage
85684597561950,50574,mPDAC
85684597562000,50575,mPDAC
85684597562050,50576,myCAFs
85684597562100,50577,mPDAC
85684597562150,50578,mPDAC
85684597562200,50579,myCAFs
85684597562250,50580,mPDAC
85684597562300,50581,mPDAC
85684597562350,50582,myCAFs
85684597562400,50583,myCAFs
85684597562450,50584,myCAFs
85684597562500,50585,Endothelial cells
85684597562550,50586,apCAFs
85684597562600,50587,mPDAC
85684597562650,50588,ePDAC
85684597562700,50589,myCAFs
85684597562750,50590,Tregs
85684597562800,50591,mPDAC
85684597562850,50592,mPDAC
85684597562900,50593,mPDAC
85684597562950,50594,mPDAC
85684597563000,50595,Endothelial cells
85684597563050,50596,myCAFs
85684597563100,50597,mPDAC
85684597563150,50598,B cells
85684597563200,50599,mPDAC
85684597563250,50600,myCAFs
85684597563300,50601,M2 Macrophage
85684597563350,50602,apCAFs
85684597563400,50603,CD4 T cells
85684597563450,50604,myCAFs
85684597563500,50605,myCAFs
85684597563550,50606,M2 Macrophage
85684597563600,50607,Endothelial cells
85684597563650,50608,mPDAC
85684597563700,50609,M2 Macrophage
85684597563750,50610,iCAF
85684597563800,50611,ePDAC
85684597563850,50612,iCAF
85684597563900,50613,myCAFs
85684597563950,50614,myCAFs
85684597564000,50615,M2 Macrophage
85684597564050,50616,mPDAC
85684597564100,50617,mPDAC
85684597564150,50618,Endothelial cells
85684597564200,50619,apCAFs
85684597564250,50620,Tregs
85684597564300,50621,mPDAC
85684597568000,50622,mPDAC
85684597568050,50623,ePDAC
85684597568100,50624,B cells
85684597568150,50625,NK cells
85684597568200,50626,mPDAC
85684597568250,50627,mPDAC
85684597568300,50628,mPDAC
85684597568350,50629,mPDAC
85684597568400,50630,myCAFs
85684597568450,50631,mPDAC
85684597568500,50632,myCAFs
85684597568550,50633,myCAFs
85684597568600,50634,mPDAC
85684597568650,50635,mPDAC
85684597568700,50636,mPDAC
85684597568750,50637,B cells
85684597568800,50638,mPDAC
85684597568850,50639,ePDAC
85684597568900,50640,mPDAC
85684597568950,50641,myCAFs
85684597569000,50642,ePDAC
85684597569050,50643,Endothelial cells
85684597569100,50644,myCAFs
85684597569150,50645,mPDAC
85684597569200,50646,mPDAC
85684597569250,50647,CD4 T cells
85684597569300,50648,mPDAC
85684597569350,50649,myCAFs
85684597569400,50650,Endothelial cells
85684597569450,50651,mPDAC
85684597569500,50652,ePDAC
85684597569550,50653,apCAFs
85684597569600,50654,B cells
85684597569650,50655,iCAF
85684597570750,50656,mPDAC
85684597570800,50657,myCAFs
85684597570850,50658,mPDAC
85684597570900,50659,mPDAC
85684597570950,50660,myCAFs
85684597571000,50661,Tregs
85684597571050,50662,mPDAC
85684597571100,50663,mPDAC
85684597571150,50664,mPDAC
85684597571200,50665,myCAFs
85684597571250,50666,mPDAC
85684597571300,50667,B cells
85684597571350,50668,mPDAC
85899345923750,50669,apCAFs
85899345923800,50670,B cells
85899345923850,50671,mPDAC
85899345923900,50672,apCAFs
85899345923950,50673,B cells
85899345924000,50674,Tregs
85899345924050,50675,M2 Macrophage
85899345924100,50676,myCAFs
85899345924150,50677,mPDAC
85899345924200,50678,ePDAC
85899345924250,50679,M2 Macrophage
85899345924300,50680,mPDAC
85899345924350,50681,mPDAC
85899345924400,50682,mPDAC
85899345924450,50683,Endothelial cells
85899345924500,50684,B cells
85899345924550,50685,B cells
85899345924600,50686,mPDAC
85899345924650,50687,mPDAC
85899345924700,50688,B cells
85899345924750,50689,mPDAC
85899345924800,50690,ePDAC
85899345924850,50691,Tregs
85899345924900,50692,myCAFs
85899345924950,50693,M2 Macrophage
